"Genus","Family","Order","Class","Phylum","Domain","global_relative_abundance","BOER_SEVonly","BOGR_SEVonly","ANGE_allsites","BOCU_allsites","BOER_allsites","BOGR_allsites","BUDA_allsites","SCSC_allsites","BLM","BNP","CAD","CNF","CPR","DMT","FCP","FMT","FSA","GMT","GNF","HAR","HPG","KAE","KNZ","LAR","LBJ","NWP","ONF","RNF","SCP","SEV","SFA","UHC","BLM_BOGR","BLM_SCSC","BNP_BOER","BNP_BOGR","CAD_ANGE","CAD_BOGR","CAD_BUDA","CAD_SCSC","CNF_BOER","CNF_BOGR","CNF_SCSC","CPR_BOER","CPR_BOGR_E","DMT_BOER","DMT_BOGR","DMT_SCSC","FCP_BOGR","FCP_BUDA","FCP_SCSC","FMT_BOER","FMT_BOGR","FSA_SCSC","GMT_BOER","GMT_BOGR","GNF_BOGR","GNF_SCSC","HAR_ANGE","HAR_BOCU_E","HAR_BOGR","HAR_BOGR_E","HAR_BUDA","HAR_BUDA_E","HAR_SCSC","HAR_SCSC_E","HPG_BOGR","HPG_BUDA","KAE_ANGE","KAE_BUDA","KAE_SCSC","KNZ_ANGE","KNZ_ANGE_E","KNZ_BOCU_E","KNZ_BOGR","KNZ_BUDA","KNZ_SCSC","KNZ_SCSC_E","LAR_ANGE","LAR_BOGR","LAR_SCSC","LBJ_ANGE","LBJ_BUDA","LBJ_SCSC","NWP_ANGE","NWP_SCSC","ONF_ANGE","ONF_SCSC","RNF_BOGR","SCP_ANGE","SCP_BOGR","SCP_SCSC","SEV_BOER","SEV_BOER_E_A","SEV_BOER_E_B","SEV_BOGR","SEV_BOGR_E_A","SFA_SCSC","UHC_ANGE","UHC_SCSC"
"uncl_Niaceae","Niaceae","Agaricales","Agaricomycetes","Basidiomycota","Fungi",0.34,0,0,0.146,1.039,0,0.043,0.01,0.934,0,0,0.429,0,0,0,0,0,0.003,0,0,1.58,0,0,0.584,0,0.001,0,0,0,0,0,0,0.453,0,0.001,0,0,1.558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,1.298,0,0,0,0.093,10.627,0,0,0,0,0,0,0,0,0,0.621,0,1.288,1.548,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.865
"Ramularia","Mycosphaerellaceae","Mycosphaerellales","Dothideomycetes","Ascomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"uncl_Mycenaceae","Mycenaceae","Agaricales","Agaricomycetes","Basidiomycota","Fungi",0.068,0,0,0.207,0,0,0,0,0.109,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.076,0,0,1.786,0.084,0,0,0,0,0.011,0,0.001,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553,0,0.002,0,0,0,0.005,0,0,0,0,0,0,1.598,1.974,0.185,0,0,0,0,0,0,0,0,0,0,0,0,0.021
"uncl_Glomerales","uncl_Glomerales","Glomerales","Glomeromycetes","Glomeromycota","Fungi",0.104,0.37,0.168,0.028,0.019,0.21,0.147,0.172,0.041,0.037,0.259,0.112,0.121,0.108,0.068,0.387,0.017,0.001,0.048,0.006,0.101,0.267,0.011,0.081,0.033,0.005,0.029,0.002,0.026,0.03,0.309,0,0.002,0.002,0.075,0.316,0.125,0.016,0.144,0.112,0.196,0.135,0.368,0.005,0.098,0.129,0.113,0.094,0,0.842,0.362,0.206,0.026,0,0.001,0.049,0.045,0.04,0.001,0.131,0.014,0.343,0.063,0.252,0.043,0.117,0.012,0.208,0.288,0.001,0.026,0.001,0.086,0.003,0.042,0.249,0.291,0.027,0.004,0.021,0.055,0.035,0,0.012,0.003,0.04,0.018,0.002,0.002,0.026,0.01,0.064,0.005,0.152,0.222,0.527,0,0.207,0,0.003,0.001
"uncl_Ceratobasidiaceae","Ceratobasidiaceae","Cantharellales","Agaricomycetes","Basidiomycota","Fungi",0.756,0.766,0.011,1.412,0.098,0.43,0.454,1.272,0.574,0.303,0.626,3.415,0.133,0.125,0.064,1.812,0.126,2.269,0.051,0.011,0.244,0.277,1.085,0.47,2.305,0.887,1.051,0.001,1.445,0.02,0.538,0.023,0.209,0.027,0.603,0.863,0.055,6.617,3.475,0.988,2.765,0.148,0.006,0.173,0.155,0.057,0.13,0.036,0.002,0.045,3.8,0.446,0.172,0.041,2.269,0.003,0.109,0,0.013,1.507,0.051,0.002,0.034,0.005,0.125,0.379,0,0.816,0.081,0.043,2.127,0.969,1.278,0.198,0.289,1.499,0.22,0.047,0.231,3.803,1.135,1.294,0.234,2.242,0.062,1.057,1.046,0.002,0,1.445,0,0.049,0,0.23,2.02,0.506,0,0.014,0.023,0.022,0.38
"Gerronema","Tricholomataceae","Agaricales","Agaricomycetes","Basidiomycota","Fungi",0.006,0,0,0.023,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266,0.092,0,0,0,0,0,0,0,0,0,0,0,0
"Stemphylium","Pleosporaceae","Pleosporales","Dothideomycetes","Ascomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amarenomyces","Pleosporales_fam_Incertae_sedis","Pleosporales","Dothideomycetes","Ascomycota","Fungi",0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"uncl_Basidiomycota","uncl_Basidiomycota","uncl_Basidiomycota","uncl_Basidiomycota","Basidiomycota","Fungi",0.801,0.057,0.014,1.358,0.962,0.131,0.544,1.154,0.815,1.14,0.006,2.459,0.144,1.254,1.27,0.923,0.037,0.542,0.291,0.075,0.975,1.599,1.67,1.023,0.167,0.587,0.112,0.115,0,0.075,0.044,3.078,0.151,0.289,2.069,0.003,0.012,8.837,0.003,0.072,0.027,0.002,0.569,0.097,0.98,1.858,0.019,0.021,3.52,1.216,1.145,0.546,0.057,0.002,0.542,0.008,0.631,0.573,0.004,0.234,1.149,0.031,0.846,0.346,4.13,0.129,0.044,4.149,0.672,0.002,2.539,2.55,0.069,2.631,0.216,0.67,0.475,2.081,0.014,0.088,0.308,0.187,0.285,0.117,1.401,0.119,0.106,0.172,0.068,0,0,0.188,0,0.016,0.002,0.097,0.003,0.017,3.078,0.017,0.273
"uncl_Corticiales","uncl_Corticiales","Corticiales","Agaricomycetes","Basidiomycota","Fungi",0.087,0.001,0.001,0,0.735,0.032,0.086,0.001,0.13,1.039,0.002,0.002,0,0.001,0.115,0,0.004,0.004,0,0.002,0.324,0.004,0,0,0,0,0,0.001,0,0,0.001,0,0,0,2.172,0.002,0,0,0.01,0,0,0,0,0,0.001,0,0.268,0,0,0,0,0,0.006,0,0.004,0,0,0,0.003,0,0.919,1.837,0.001,0,0,0,0.002,0,0.005,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0.001,0,0.001,0,0.001,0,0,0
"Acarospora","Acarosporaceae","Acarosporales","Lecanoromycetes","Ascomycota","Fungi",0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Inocybe","Inocybaceae","Agaricales","Agaricomycetes","Basidiomycota","Fungi",0.013,0.013,0.017,0.013,0.004,0.024,0.007,0.008,0.015,0,0.021,0,0.003,0.006,0.032,0.022,0.077,0,0.004,0.009,0.004,0.013,0.038,0.003,0.002,0.002,0.016,0.072,0.012,0.03,0.015,0,0,0,0.001,0.03,0,0,0,0.001,0.001,0.006,0,0.002,0.005,0.006,0.013,0.008,0.07,0,0.019,0.035,0.119,0,0,0.006,0.002,0,0.01,0.001,0.005,0.003,0.006,0.001,0.004,0.001,0.005,0.032,0.006,0.057,0.033,0.022,0.001,0.007,0.002,0.015,0,0,0,0.002,0.008,0.001,0.003,0,0.003,0.016,0.017,0.037,0.101,0.012,0.129,0.01,0,0.007,0.022,0.013,0.016,0.017,0,0.001,0
"uncl_Atractiellales","uncl_Atractiellales","Atractiellales","Atractiellomycetes","Basidiomycota","Fungi",0.002,0,0,0,0,0.008,0.002,0,0.003,0.024,0,0,0,0.059,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0.051,0,0,0,0,0,0,0,0,0,0.076,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peziza","Pezizaceae","Pezizales","Pezizomycetes","Ascomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"uncl_Pyronemataceae","Pyronemataceae","Pezizales","Pezizomycetes","Ascomycota","Fungi",0.007,0,0,0.001,0.001,0.005,0.015,0.001,0.009,0,0,0,0,0.101,0.001,0.009,0,0,0,0,0.012,0.046,0.001,0.004,0,0,0.016,0.004,0.002,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.045,0.225,0,0.005,0,0,0,0.022,0,0,0,0,0,0,0,0.003,0.001,0,0,0,0,0,0.252,0.168,0.002,0,0.002,0,0.001,0.001,0,0.014,0.005,0.007,0.004,0,0,0,0,0,0,0,0.032,0.008,0,0.002,0,0,0,0,0,0,0,0,0,0,0.002
"uncl_Megasporaceae","Megasporaceae","Pertusariales","Lecanoromycetes","Ascomycota","Fungi",0.001,0,0,0,0,0,0,0,0.004,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"uncl_Capnodiales","uncl_Capnodiales","Capnodiales","Dothideomycetes","Ascomycota","Fungi",0.257,0.411,0.258,0.085,0.178,0.704,0.28,0.214,0.126,0.032,0.522,0.379,0.157,0.609,0.851,0.012,0.96,0,0.08,0.021,0.378,0.109,0.231,0.067,0,0.123,0.5,0.036,0.474,0,0.365,0,0.014,0.007,0.058,0.499,0.575,0.173,0.093,0.049,1.199,0.339,0.13,0.001,0.884,0.002,1.934,0.097,0.004,0.02,0.016,0.004,1.48,0.007,0,0.041,0.127,0.158,0.001,0.133,0.223,0.822,0.845,0.606,0.05,0.009,0.03,0.148,0.095,0.084,0.386,0.204,0.066,0.015,0,0.064,0.271,0.025,0.05,0,0,0,0.07,0.269,0.017,0.388,0.612,0,0.067,0.474,0,0,0,0.266,0.005,0.639,0.112,0.291,0,0.013,0.015
"Endococcus","Dothideales_fam_Incertae_sedis","Dothideales","Dothideomycetes","Ascomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dissoconium","Dissoconiaceae","Capnodiales","Dothideomycetes","Ascomycota","Fungi",0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"uncl_Hypocreales","uncl_Hypocreales","Hypocreales","Sordariomycetes","Ascomycota","Fungi",1.849,2.302,0.487,1.048,2.624,1.335,2.148,3.65,1.464,1.212,0.67,2.645,0.981,0.186,1.56,4.322,2.749,3.642,1.277,1.799,3.407,1.959,1.48,1.009,2.284,2.46,0.191,0.139,0.545,0.172,1.754,5.79,0.319,1.438,0.966,0.199,1.801,0.489,3.374,3.77,3.156,0.502,0.532,1.607,0.155,0.253,1.128,1.081,2.368,2.78,2.555,6.951,0.885,6.167,3.642,1.954,0.464,0,2.056,2.672,3.195,6.824,3.438,4.929,4.411,1.336,0.398,4.725,0.953,1.573,2.345,0.213,0.605,0.538,0.338,2.062,3.916,0.304,0.238,3.557,0.933,1.573,0.291,6.457,0.268,0.293,0.09,0.257,0.041,0.545,0.04,0.297,0.114,2.725,4.012,1.428,0.02,0.595,5.79,0.481,0.171
"Debaryomyces","Debaryomycetaceae","Saccharomycetales","Saccharomycetes","Ascomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"uncl_Phaeosphaeriaceae","Phaeosphaeriaceae","Pleosporales","Dothideomycetes","Ascomycota","Fungi",0.487,0.158,0.392,0.108,2.48,0.09,0.291,0.127,1.001,1.542,0.294,0.015,0.083,0.001,3.701,0.097,0.041,0.061,0.009,0.279,0.708,0.202,0.167,0.483,0.026,0.316,0.855,0.013,1.404,0.006,0.229,0.026,0.004,1.306,1.799,0.014,0.965,0.002,0.003,0.033,0.017,0.01,0.043,0.167,0.002,0,0.222,0.036,10.075,0.014,0.145,0.084,0.063,0,0.061,0.005,0.013,0,0.319,0.171,2.981,0.231,0.008,0,0.017,0.098,0.072,0,0.276,0.022,0.421,0.007,0.342,0.008,0.474,0.038,0.049,1.766,0.714,0.026,0.016,0.03,0.013,0.043,0.918,0.589,1.12,0.005,0.019,1.404,0.03,0,0,0.551,0.065,0.019,0.517,0.363,0.026,0.005,0.003
"uncl_Rhizophlyctidaceae","Rhizophlyctidaceae","Rhizophlyctidales","Rhizophlyctidomycetes","Chytridiomycota","Fungi",0,0,0,0,0,0,0.002,0,0,0.003,0,0,0,0,0.001,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.023,0,0,0,0,0.004,0.001,0,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0
"Minimedusa","Hydnaceae","Cantharellales","Agaricomycetes","Basidiomycota","Fungi",0.002,0,0,0.006,0,0,0,0,0.003,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.02,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Coniothyrium","Coniothyriaceae","Pleosporales","Dothideomycetes","Ascomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elaphomyces","Elaphomycetaceae","Eurotiales","Eurotiomycetes","Ascomycota","Fungi",0.006,0,0,0.001,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.306,0,0,0,0,0,0,0,0,0,0,0,0
"uncl_Serendipitaceae","Serendipitaceae","Sebacinales","Agaricomycetes","Basidiomycota","Fungi",0.134,0,0,0.3,0.018,0,0.046,0.002,0.247,0,0.013,0.326,0.19,0,0.005,0.41,0.006,0.138,0.007,0.017,0.008,0,0.005,0.105,0.04,0.063,1.872,0.038,0,0.012,0,0.033,0.209,0,0,0.001,0.042,0.012,0.774,0.005,0.742,0,0,0.443,0,0,0,0,0.015,0,0,1.042,0,0.018,0.138,0.002,0.012,0,0.02,0.002,0.003,0,0.008,0,0.005,0.032,0.025,0,0,0,0.002,0.014,0.003,0.15,0.079,0,0,0.409,0.048,0,0,0.097,0.066,0.006,0.121,3.123,0.622,0,0.07,0,0.02,0,0.02,0,0,0,0,0,0.033,0.028,0.373
"Thyrostroma","Botryosphaeriaceae","Botryosphaeriales","Dothideomycetes","Ascomycota","Fungi",0.007,0,0,0,0,0,0,0,0.026,0.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"uncl_Togniniaceae","Togniniaceae","Togniniales","Sordariomycetes","Ascomycota","Fungi",0.011,0,0,0.003,0,0,0,0,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.002,0,0,0.187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157,0.006,0,0,0,0,0,0,0,0.027,0.321,0,0,0,0,0,0,0,0,0,0,0,0
"uncl_Patellariaceae","Patellariaceae","Patellariales","Dothideomycetes","Ascomycota","Fungi",0.003,0,0,0,0,0,0,0,0.011,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ascobolus","Ascobolaceae","Pezizales","Pezizomycetes","Ascomycota","Fungi",0.026,0.332,0.002,0,0,0.116,0.004,0.043,0.001,0,0,0.001,0.001,0.001,0,0.002,0.024,0,0,0,0,0,0,0,0,0.113,0.003,0,0,0,0.232,0,0,0,0,0,0,0,0,0.002,0.001,0.001,0.006,0,0,0.002,0,0,0,0,0.003,0.002,0.001,0.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.314,0.005,0.001,0.006,0,0,0,0,0,0,0,0.001,0.613,0,0.003,0,0,0.001
"Bullera","Bulleraceae","Tremellales","Tremellomycetes","Basidiomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.006,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hormonema","Dothioraceae","Dothideales","Dothideomycetes","Ascomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spizellomyces","Spizellomycetaceae","Spizellomycetales","Spizellomycetes","Chytridiomycota","Fungi",0.003,0.031,0.001,0,0,0.017,0.001,0.001,0,0,0.023,0.001,0.001,0.001,0.009,0.002,0.001,0,0.002,0,0,0.001,0,0,0.001,0.001,0,0,0,0,0.022,0,0,0.001,0,0.032,0,0,0,0.002,0,0.003,0,0,0,0.002,0.019,0.003,0,0.004,0.002,0.002,0,0.002,0,0.002,0.001,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.002,0,0.001,0,0.001,0,0,0,0,0,0.1,0.026,0.002,0,0.001,0,0,0
"Cristinia","Stephanosporaceae","Agaricales","Agaricomycetes","Basidiomycota","Fungi",0.068,0,0,0,0,0.209,0.001,0.249,0,0,0.008,0.503,0,0,0.019,0,1.271,0.007,0,0,0,0,0.002,0,0,0.065,0,0,0,0,0,0,0,0,0,0.011,0,0,0,1.676,0,0,0,0,0,0,0.045,0,0,0,0,0,1.95,0.025,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0.001,0.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"uncl_Saccharomycetes","uncl_Saccharomycetes","uncl_Saccharomycetes","Saccharomycetes","Ascomycota","Fungi",0.002,0,0,0.004,0,0,0.001,0,0.006,0,0.001,0.003,0,0,0,0,0,0.018,0,0,0.004,0.005,0.002,0,0.001,0.001,0.035,0,0,0,0,0.013,0,0,0,0.001,0,0.009,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0,0,0,0,0.031,0,0,0,0,0.001,0.005,0,0.017,0,0,0,0.008,0,0,0,0,0,0.001,0,0.001,0,0.002,0,0.001,0.001,0,0.07,0,0.001,0,0,0,0,0,0,0,0,0,0.013,0,0.001
"Westerdykella","Sporormiaceae","Pleosporales","Dothideomycetes","Ascomycota","Fungi",0.001,0.001,0,0,0,0.005,0.001,0.001,0,0,0.01,0.001,0,0,0.012,0.001,0.006,0,0.002,0,0,0,0.002,0,0,0.001,0,0,0,0,0,0,0,0,0,0.014,0,0,0.001,0.003,0,0,0,0,0,0,0.023,0.01,0,0,0,0.002,0.004,0.008,0,0.002,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.005,0,0,0,0,0,0,0,0,0,0,0,0.002,0.001,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0
"uncl_Tricholomataceae","Tricholomataceae","Agaricales","Agaricomycetes","Basidiomycota","Fungi",0.229,0,0.001,0.041,0.002,0,0.003,0.741,0.42,0,0.001,0,0,0,0.001,0.004,0,0.904,0.001,0,0.001,0.001,2.042,0.019,0,1.838,0.002,0.539,0,0,0,0.527,0,0,0.001,0.001,0,0,0,0,0.002,0,0,0.001,0,0,0,0,0.002,0.022,0,0,0,0,0.904,0.001,0.001,0,0,0,0.002,0,0,0,0.001,0.001,0,0,0.001,0,5.444,0,0,0,0,0.03,0.123,0,0.004,0,0,0,0.398,0,5.282,0.005,0,0.037,0.958,0,0,0,0,0,0,0,0,0.002,0.527,0,0.001
"uncl_Powellomycetaceae","Powellomycetaceae","Spizellomycetales","Spizellomycetes","Chytridiomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"uncl_Eurotiales","uncl_Eurotiales","Eurotiales","Eurotiomycetes","Ascomycota","Fungi",0.021,0.232,0.03,0.006,0,0.093,0.007,0,0.014,0.001,0.053,0.001,0.009,0.02,0.002,0,0.009,0.014,0.002,0.001,0,0,0.001,0.001,0,0,0,0.134,0,0,0.171,0,0,0,0.002,0.076,0,0,0,0.002,0,0.017,0.014,0,0.013,0.036,0,0.008,0,0,0,0,0.001,0.025,0.014,0.002,0.002,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0.001,0.003,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0.001,0.069,0.189,0,0,0,0,0.036,0.392,0.256,0,0.036,0,0,0
"Sclerostagonospora","Phaeosphaeriaceae","Pleosporales","Dothideomycetes","Ascomycota","Fungi",0.001,0,0.001,0,0,0.006,0,0,0.001,0,0.004,0.002,0,0,0,0.001,0.035,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0.006,0,0,0.006,0.003,0.001,0,0,0,0,0,0.001,0,0,0,0,0.003,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0
"Allocanariomyces","Chaetomiaceae","Sordariales","Sordariomycetes","Ascomycota","Fungi",0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
